info,name,title
"　　本报讯（记者 陈辛华）文化和旅游部艺术司日前公布戏曲创作优秀案例，山西3部作品入选。

	其中，大同市晋剧院晋剧《成败萧何》入选“戏曲跨剧种移植改编优秀案例”，晋城市上党梆子剧院有限公司上党梆子《三关排宴》入选“经典剧目传承演出优秀案例”，临汾市蒲剧艺术研究中心蒲剧《白蛇传》入选“优秀保留剧目复排提升优秀案例”。",太原晚报,山西三部作品入选
"　　5月中旬，记者从省商务厅获悉，第二批省级消费品特色园区开始申报。
此次申报遵循“坚持产业导向，突出特色优势”“强化产业集聚，完善产业链条”“深化省市联动，促进协同发展”三大原则；围绕食品、医药、轻工、纺织、家用电器及消费电子等重点消费品行业，立足区域资源禀赋和产业基础，鼓励以“区中园”“镇中园”形式培育；鼓励园区围绕主导产业延链补链强链，形成“龙头企业+配套企业+服务平台”的协同发展模式，提升产业链韧性和本地配套率。",山西日报数字报,【速递】第二批省级消费品特色园区开始申报
　　5月27日，在山西宏光医用玻璃股份有限公司的生产车间内，自动化生产线正将炽热的玻璃熔液拉制成透明药用玻璃管。这家从事药用玻璃管生产的民营企业，在将传统火焰炉改为电熔炉时面临新增备用电源的需求。,山西日报数字报,【促进民营经济高质量发展】创新提质服务 为民企注入“强劲电能”
　　本报讯（记者张毅 实习生皇甫子昕）今年6月是第24个全国“安全生产月”，主题为“人人讲安全、个个会应急——查找身边安全隐患”。为提升全民安全意识，查找消除各类安全隐患，切实防范各类事故发生，省安全生产委员会办公室近日全面部署2025年“安全生产月”活动。,山西日报数字报,省安委办全面部署2025年“安全生产月”活动
"　　本报讯（记者高桦）5月20日，2025年全省水旱灾害防御演练在大同册田水库举行。
根据预测，今年全国极端暴雨洪涝事件趋多、趋强，灾害风险偏高。",山西日报数字报,全省水旱灾害防御演练在大同册田水库举行
"　　本报讯 通过推进“一物一码、物码同追”，实现药品最小包装单元的“来源可查、去向可追、风险可控、责任可究”……日前，省药品监督管理局、省人力资源和社会保障厅、省卫生健康委员会、省医疗保障局联合制发《山西省药品经营使用环节全品种信息化追溯体系建设及药品追溯码采集应用工作方案》（以下简称《方案》），明确我省将逐步构建覆盖全省全品种全过程药品信息化追溯体系，形成互联互通完整的药品追溯数据链，推动药品追溯码在医疗保障和工伤保险领域的规范采集应用，实现医保药品“无码不采、无码不收、无码不付”，维护医保基金安全。
《方案》提出，到2025年12月31日，全省药品批发企业、药品零售连锁总部、零售药店、医疗机构实现所有赋码药品的入出库扫码率和数据上传率达到100%（中药饮片、中药配方颗粒、院内制剂、必须拆零发放的药品以及零散注射针剂等除外）；疾病预防控制机构和疫苗接种单位疫苗入出库扫码率和数据上传率达到100%。",山西日报数字报,推进医保药品“无码不采、无码不收、无码不付”
"　　本报讯（记者任志霞）5月27日，记者从省财政厅获悉，近日，省财政厅预拨1300万元中央自然灾害救灾资金，全力支持晋城、临汾、运城做好抗旱救灾工作。
据介绍，近期我省干旱少雨，高温大风等极端天气频发，省内多地遭受严重旱情，对居民用水造成一定影响。",山西日报数字报,省财政厅预拨1300万元中央资金支持三市抗旱救灾
"　　斩获“中国工艺美术文化创意大赛”10项大奖，其中金奖2项、银奖5项、铜奖3项；平水绣《招财进宝系列耍耍蛇》文创作品入选“文博会礼物”；现场交易额突破120万元，意向订单总额近2500万元，霍州市鸣梦老粗布、晋派砖雕、潞绸集团等企业均收获超百万订单……五天展期，山西展团交出亮眼成绩单。
从晋风晋韵的沉浸式展陈到传统非遗的创新表达，再到文化产业“走出去”的丰硕成果，山西展团成功搭建起开放共赢的交流合作桥梁，为我省文化产业高质量发展开拓新视野、捕捉新机遇、激发新动能。",山西日报数字报,赓续文脉 晋展风华
　　本报讯（记者杨文）5月27日，深入贯彻中央八项规定精神学习教育警示教育会在太原召开。会议深入学习贯彻习近平总书记关于加强党的作风建设的重要论述，深刻剖析反面典型案例，推动以案促学、以案促改，教育引导全省党员干部增强纪律和规矩意识，不断加固中央八项规定精神堤坝，以作风建设新成效为奋力谱写中国式现代化山西篇章提供坚强保障。,山西日报数字报,坚持以案为鉴检身正己 推动学习教育走深走实 为奋力谱写中国式现代化山西篇章提供有力作风保障
"　　5月的三晋大地,绿茵场上的热浪席卷而来。上个周末, 5月24日-25日, 2025“和美乡村足球超级联赛”山西赛区第二轮比拼在孝义激情上演。经过激烈角逐,榆次桃花面队3比1战胜娄烦将队、晋源区天龙山队5比0轻取交城梁家庄队、孝义梧桐新区队3比1击败洪洞兴唐寺队……12支队伍进行了6场比赛,场场扣人心弦,让现场观众大饱眼福。",山西日报客户端,绿茵燃梦！山西“村超”第二轮激战正酣，全民健身热潮涌动
